id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,selected_sentence_list
1785,Hydroxychloroquine cannot be made at home using fruit peel,Hydroxychloroquine can be made at home using fruit peel,https://www.reuters.com/news/article/factcheck-hydroxychloroquine-fruit/fact-check-hydroxychloroquine-cannot-be-made-at-home-using-fruit-peel-idUSL2N2NM207,Society,4-Jun-21,False,https://accpjournals.onlinelibrary.wiley.com/doi/10.1002/phar.2387,Chloroquine and Hydroxychloroquine in the Era of SARS - CoV2: Caution on Their Cardiac Toxicity,"Jerry L. Bauman, James E. Tisdale","With the heightened interest of the potential use of chloroquine and hydroxychloroquine for the treatment of patients with SARS-CoV2 (COVID-19 or novel coronavirus)1 it may be prudent to reflect on the risks of therapy, particularly their cardiac toxicity. Chloroquine and hydroxychloroquine are old drugs,2, 3 used historically for malaria, rheumatoid arthritis and (systemic and discoid) lupus erythematosus, among other less common disorders. Chloroquine was synthesized in 1934 at Bayer, initially discarded but later clinically used in the 1940s. Synthesized in 1950 as a less toxic alternative to chloroquine, hydroxychloroquine was approved by the Food and Drug Administration in 1955 although it owes its roots to the discovery of quinine hundreds of years ago as a treatment for malaria. A search for alternatives to quinine for malaria treatment and prophylaxis during World War II led to the synthesis of other aminoquinoline compounds including first quinacrine then chloroquine and eventually hydroxychloroquine. Their most frequent toxicities are gastrointestinal (diarrhea, nausea) but their most serious is a retinopathy that is both dose and duration (years) dependant.",Pharmacotherapy,2020,"[{0: 1}, {1: 0}, {2: 0}, {3: 0}, {4: 0}, {5: 0}]"
7257,"Scientists Simulated 100,000 Different Futures. Which One We Get Depends Only on Us","Scientists simulated 100,000 different futures and each of them solely depends on us.",https://www.sciencealert.com/simulations-predict-100-000-climate-futures-identifying-key-factors-our-fates-revolve-around,Society,17-Feb-22,True,https://www.pnas.org/doi/full/10.1073/pnas.1805187115,Economic carbon cycle feedbacks may offset additional warming from natural feedbacks,"Dawn L. Woodard, Steven J. Davis, and James T. Randerson","As the Earth warms, carbon sinks on land and in the ocean will weaken, thereby increasing the rate of warming. Although natural mechanisms contributing to this positive climate-carbon feedback have been evaluated using Earth system models, analogous feedbacks involving human activities have not been systematically quantified. Here we conceptualize and estimate the magnitude of several economic mechanisms that generate a carbon-climate feedback, using the Kaya identity to separate a net economic feedback into components associated with population, GDP, heating and cooling, and the carbon intensity of energy production and transportation. We find that climate-driven decreases in economic activity (GDP) may in turn decrease human energy use and thus fossil fuel CO2 emissions. In a high radiative forcing scenario, such decreases in economic activity reduce fossil fuel emissions by 13% this century, lowering atmospheric CO2 by over 100 ppm in 2100. The natural carbon-climate feedback, in contrast, increases atmospheric CO2 over this period by a similar amount, and thus, the net effect including both feedbacks is nearly zero. Our work highlights the importance of improving the representation of climate-economic feedbacks in scenarios of future change. Although the effects of climate warming on the economy may offset weakening land and ocean carbon sinks, a loss of economic productivity will have high societal costs, potentially increasing wealth inequity and limiting resources available for effective adaptation.",PNAS,2018,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
7259,"Wildfires Are Inevitable, But The Loss of Homes And Lives Are Not",Traditional approaches like fighting fires and fuel management can't solve the wildfire problem in California.,https://www.sciencealert.com/wildfires-are-inevitable-but-the-loss-of-homes-and-lives-are-not,Society,16-Aug-18,True,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2014GL059576,"Large wildfire trends in the western United States, 1984-2011","Philip E. Dennison, Simon C. Brewer, James D. Arnold, Max A. Moritz","We used a database capturing large wildfires (> 405 ha) in the western U.S. to document regional trends in fire occurrence, total fire area, fire size, and day of year of ignition for 1984-2011. Over the western U.S. and in a majority of ecoregions, we found significant, increasing trends in the number of large fires and/or total large fire area per year. Trends were most significant for southern and mountain ecoregions, coinciding with trends toward increased drought severity. For all ecoregions combined, the number of large fires increased at a rate of seven fires per year, while total fire area increased at a rate of 355 km2 per year. Continuing changes in climate, invasive species, and consequences of past fire management, added to the impacts of larger, more frequent fires, will drive further disruptions to fire regimes of the western U.S. and other fire-prone regions of the world.",Geophysical Research Letters,2014,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}]"
7260,Logging Forests to Halt Wildfires Would Do More Harm Than Good,Logging forests to halt wildfires would do more harm than good.,https://www.sciencealert.com/logging-forests-to-halt-wildfires-would-destroy-essential-habitats-for-native-species,Society,22-Aug-18,True,https://www.pnas.org/doi/full/10.1073/pnas.1112839109,Long-term perspective on wildfires in the western USA,"Jennifer R. Marlon, Patrick J. Bartlein, Daniel G. Gavin, Colin J. Long, R. Scott Anderson, Christy E. Briles, Kendrick J. Brown, Daniele Colombaroli, Douglas J. Hallett, Mitchell J. Power, Elizabeth A. Scharf, and Megan K. Walsh","Understanding the causes and consequences of wildfires in forests of the western United States requires integrated information about fire, climate changes, and human activity on multiple temporal scales. We use sedimentary charcoal accumulation rates to construct long-term variations in fire during the past 3,000 y in the American West and compare this record to independent fire-history data from historical records and fire scars. There has been a slight decline in burning over the past 3,000 y, with the lowest levels attained during the 20th century and during the Little Ice Age (LIA, ca. 1400-1700 CE [Common Era]). Prominent peaks in forest fires occurred during the Medieval Climate Anomaly (ca. 950-1250 CE) and during the 1800s. Analysis of climate reconstructions beginning from 500 CE and population data show that temperature and drought predict changes in biomass burning up to the late 1800s CE. Since the late 1800s, human activities and the ecological effects of recent high fire activity caused a large, abrupt decline in burning similar to the LIA fire decline. Consequently, there is now a forest fire deficit in the western United States attributable to the combined effects of human activities, ecological, and climate changes. Large fires in the late 20th and 21st century fires have begun to address the fire deficit, but it is continuing to grow.",PNAS,2012,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}]"
7261,"The Vast Majority of Experts Cited in Online News Are Men, Research Shows",Majority of experts cited in online news are men.,https://www.sciencealert.com/the-vast-majority-of-experts-cited-in-online-news-are-men-research-shows,Society,22-Jul-18,True,https://www.tandfonline.com/doi/abs/10.1080/17512786.2016.1232173,Pushy or a Princess?,Lis Howell & Jane B. Singer,"Four times as many males as females appeared as experts on flagship television and radio news programmes in the United Kingdom as of the early 2010s. This study draws on four complementary sets of data to explore the reasons behind this disparity. The findings point to a combination of journalists' news production processes and women's perceptions of appropriate social norms and roles. A high proportion of woman experts surveyed lack confidence, saying they fear they will be perceived as self-promoting and pushy for wanting to appear on air. Broadcast journalists report women need to be persuaded and wooed, acting like princesses and therefore making male experts less trouble to recruit.",Journalism Practice,2016,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}]"
234,NASA did not announce that climate change is only driven by variations to Earth's orbital position relative to the sun,Climate change is only driven by variations to Earth's orbital position relative to the sun,https://www.reuters.com/news/article/factcheck-nasa-climate/fact-check-nasa-did-not-announce-that-climate-change-is-only-driven-by-variations-to-earths-orbital-position-relative-to-the-sun-idUSL1N2YO23I,Space,7-Jul-22,False,https://www.pnas.org/doi/10.1073/pnas.1717689115,Proterozoic Milankovitch cycles and the history of the solar system,Stephen R. Meyers and Alberto Malinverno,"The geologic record of Milankovitch climate cycles provides a rich conceptual and temporal framework for evaluating Earth system evolution, bestowing a sharp lens through which to view our planet's history. However, the utility of these cycles for constraining the early Earth system is hindered by seemingly insurmountable uncertainties in our knowledge of solar system behavior (including Earth-Moon history), and poor temporal control for validation of cycle periods (e.g., from radioisotopic dates). Here we address these problems using a Bayesian inversion approach to quantitatively link astronomical theory with geologic observation, allowing a reconstruction of Proterozoic astronomical cycles, fundamental frequencies of the solar system, the precession constant, and the underlying geologic timescale, directly from stratigraphic data. Application of the approach to 1.4-billion-year-old rhythmites indicates a precession constant of 85.79 ± 2.72 arcsec/year (2?), an Earth-Moon distance of 340,900 ± 2,600 km (2?), and length of day of 18.68 ± 0.25 hours (2?), with dominant climatic precession cycles of ?14 ky and eccentricity cycles of ?131 ky. The results confirm reduced tidal dissipation in the Proterozoic. A complementary analysis of Eocene rhythmites (?55 Ma) illustrates how the approach offers a means to map out ancient solar system behavior and Earth-Moon history using the geologic archive. The method also provides robust quantitative uncertainties on the eccentricity and climatic precession periods, and derived astronomical timescales. As a consequence, the temporal resolution of ancient Earth system processes is enhanced, and our knowledge of early solar system dynamics is greatly improved.",PNAS,2018,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
7224,Mars's Gullies Probably Aren't Being Formed by Flowing Water,Mars's gullies aren't formed by flowing water.,https://www.sciencealert.com/mars-s-gullies-probably-aren-t-being-carved-out-by-running-water,Space,1-Aug-16,True,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016GL068956,New insights into gully formation on Mars: Constraints from composition as seen by MRO/CRISM,"J. I. Núñez, O. S. Barnouin, S. L. Murchie, F. P. Seelos, J. A. McGovern, K. D. Seelos, D. L. Buczkowski","Over 100 Martian gully sites were analyzed using orbital data collected by the Compact Reconnaissance Imaging Spectrometer for Mars (CRISM) and High Resolution Imaging Science Experiment on the Mars Reconnaissance Orbiter (MRO). Most gullies are spectrally indistinct from their surroundings, due to mantling by dust. Where spectral information on gully sediments was obtained, a variety of mineralogies were identified. Their relationship to the source rock suggests that gully-forming processes transported underlying material downslope. There is no evidence for specific compositions being more likely to be associated with gullies or with the formation of hydrated minerals in situ as a result of recent liquid water activity. Seasonal CO2 and H2O frosts were observed in gullies at middle to high latitudes, consistent with seasonal frost-driven processes playing important roles in the evolution of gullies. Our results do not clearly indicate a role for long-lived liquid water in gully formation and evolution.",Geophysical Research Letters,2016,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}]"
7225,Io's Atmosphere Just Collapsed,Jupiter's moon Io's atmosphere collapses every single day as Jupiter eclipses it.,https://www.sciencealert.com/io-s-atmosphere-just-collapsed,Space,3-Aug-16,True,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JE005025,The collapse of Io's primary atmosphere in Jupiter eclipse,"Constantine C. C. Tsang, John R. Spencer, Emmanuel Lellouch, Miguel A. Lopez-Valverde, Matthew J. Richter","Volcanic outgassing due to tidal heating is the ultimate source of a tenuous SO2 atmosphere around Jupiter's moon Io. The question of whether SO2 frost on the surface plays a part, and to what degree, in maintaining Io's atmosphere with the constant volcanic outgassing is still debated. It is believed that for a sublimation-supported atmosphere, the primary atmosphere should collapse during eclipses by Jupiter, as the SO2 vapor pressure is strongly coupled to the temperature of the ice on the surface. No direct observations of Io's atmosphere in eclipse have previously been possible, due to the simultaneous need for high spectral and time sensitivity, as well as a high signal-to-noise ratio. Here we present the first ever high-resolution spectra at 19?µm of Io's SO2 atmosphere in Jupiter eclipse from the Gemini telescope. The strongest atmospheric band depth is seen to dramatically decay from 2.5?±?(0.08)% before the eclipse to 0.18?±?(0.16)% after 40?min in eclipse. Further modeling indicates that the atmosphere has collapsed shortly after eclipse ingress, implying that the atmosphere of Io has a strong sublimation-controlled component. The atmospheric column densityfrom pre-eclipse to in-eclipsedrops by a factor of 5?±?2.",Journal of Geophysical Research,2016,"[{0: 1}, {1: 1}, {2: 1}, {3: 0}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
7229,Mars Could Have at Least Two Ancient Reservoirs of Water Deep Underground,Mars could have at least two ancient reservoirs of water underground.,https://www.sciencealert.com/there-could-be-at-least-two-reservoirs-of-water-deep-underground-on-mars,Space,30-Mar-20,True,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JE005143,Geologic history of Martian regolith breccia Northwest Africa 7034: Evidence for hydrothermal activity and lithologic diversity in the Martian crust,"Francis M. McCubbin, Jeremy W. Boyce, Tímea Novák-Szabó, Alison R. Santos, Romain Tartèse, Nele Muttik, Gabor Domokos, Jorge Vazquez, Lindsay P. Keller, Desmond E. Moser, Douglas J. Jerolmack, Charles K. Shearer, Andrew Steele, Stephen M. Elardo, Zia Rahman, Mahesh Anand, Thomas Delhaye, Carl B. Agee","The timing and mode of deposition for Martian regolith breccia Northwest Africa (NWA) 7034 were determined by combining petrography, shape analysis, and thermochronology. NWA 7034 is composed of igneous, impact, and brecciated clasts within a thermally annealed submicron matrix of pulverized crustal rocks and devitrified impact/volcanic glass. The brecciated clasts are likely lithified portions of Martian regolith with some evidence of past hydrothermal activity. Represented lithologies are primarily ancient crustal materials with crystallization ages as old as 4.4?Ga. One ancient zircon was hosted by an alkali-rich basalt clast, confirming that alkalic volcanism occurred on Mars very early. NWA 7034 is composed of fragmented particles that do not exhibit evidence of having undergone bed load transport by wind or water. The clast size distribution is similar to terrestrial pyroclastic deposits. We infer that the clasts were deposited by atmospheric rainout subsequent to a pyroclastic eruption(s) and/or impact event(s), although the ancient ages of igneous components favor mobilization by impact(s). Despite ancient components, the breccia has undergone a single pervasive thermal event at 500-800°C, evident by groundmass texture and concordance of ~1.5?Ga dates for bulk rock K-Ar, U-Pb in apatite, and U-Pb in metamict zircons. The 1.5?Ga age is likely a thermal event that coincides with rainout/breccia lithification. We infer that the episodic process of regolith lithification dominated sedimentary processes during the Amazonian Epoch. The absence of pre-Amazonian high-temperature metamorphic events recorded in ancient zircons indicates source domains of static southern highland crust punctuated by episodic impact modification.",Journal of Geophysical Research: Planets,2016,"[{0: 0}, {1: 0}, {2: 1}, {3: 1}, {4: 0}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 0}]"
7231,First Direct Evidence of Marsquakes Was Just Revealed Amongst New InSight Discoveries,Marsquakes are very similar to earthquakes.,https://www.sciencealert.com/quakes-on-mars-are-startlingly-similar-to-earth-s-and-other-news-from-the-red-planet,Space,24-Feb-20,True,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JA023475,MAVEN NGIMS observations of atmospheric gravity waves in the Martian thermosphere,"S. L. England, G. Liu, E. Yi?it, P. R. Mahaffy, M. Elrod, M. Benna, H. Nakagawa, N. Terada, B. Jakosky","Gravity waves have a significant impact on both the dynamics and energy budget of the Martian thermosphere. Strong density variations of spatial scales indicative of gravity waves have previously been identified in this region by using in situ observations. Here we use observations from the Neutral Gas and Ion Mass Spectrometer (NGIMS) mass spectrometer on Mars Atmosphere and Volatile EvolutioN Mission to identify such waves in the observations of different atmospheric species. The wave signatures seen in CO2 and Ar are almost identical, whereas the wave signature seen in N2, which is lighter and has a larger scale height, is generally smaller in amplitude and slightly out of phase with those seen in CO2 and Ar. Examination of the observed wave properties in these three species suggests that relatively long vertical wavelength atmospheric gravity waves are the likely source of the waves seen by NGIMS in the upper thermosphere. A two-fluid linear model of the wave perturbations in CO2 and N2 has been used to find the best fit intrinsic wave parameters that match the observed features in these two species. We report the first observationally based estimate of the heating and cooling rates of the Martian thermosphere created by the waves observed in this region. The observed wave density amplitudes are anticorrelated with the background atmospheric temperature. The estimated heating rates show a weak positive correlation with the wave amplitude, whereas the cooling rates show a clearer negative correlation with the wave amplitude. Our estimates support previous model-based findings that atmospheric gravity waves are a significant source of both heating and cooling.",Journal of Geophysical Research: Space Physics,2016,"[{0: 0}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}]"
1608,Hundreds of dead birds on ship deck have been baselessly linked to 5G radiation,Hundreds of dead birds on ship deck are linked to 5G radiation.,https://www.reuters.com/news/article/factcheck-birds-5g/fact-check-hundreds-of-dead-birds-on-ship-deck-have-been-baselessly-linked-to-5g-radiation-idUSL1N2OS1FK,Tech,16-Jul-21,False,https://www.pnas.org/content/pnas/114/42/11175.full.pdf,High-intensity urban light installation dramatically alters nocturnal bird migration,"Benjamin M. Van Doren, Kyle G. Horton, Adriaan M. Dokter, Holger Klinck, Susan B. Elbin, and Andrew Farnsworth","Billions of nocturnally migrating birds move through increasingly photopolluted skies, relying on cues for navigation and orientation that artificial light at night (ALAN) can impair. However, no studies have quantified avian responses to powerful ground-based light sources in urban areas. We studied effects of ALAN on migrating birds by monitoring the beams of the National September 11 Memorial & Museum's Tribute in Light in New York, quantifying behavioral responses with radar and acoustic sensors and modeling disorientation and attraction with simulations. This single light source induced significant behavioral alterations in birds, even in good visibility conditions, in this heavily photopolluted environment, and to altitudes up to 4 km. We estimate that the installation influenced ?1.1 million birds during our study period of 7 d over 7 y. When the installation was illuminated, birds aggregated in high densities, decreased flight speeds, followed circular flight paths, and vocalized frequently. Simulations revealed a high probability of disorientation and subsequent attraction for nearby birds, and bird densities near the installation exceeded magnitudes 20 times greater than surrounding baseline densities during each year's observations. However, behavioral disruptions disappeared when lights were extinguished, suggesting that selective removal of light during nights with substantial bird migration is a viable strategy for minimizing potentially fatal interactions among ALAN, structures, and birds. Our results also highlight the value of additional studies describing behavioral patterns of nocturnally migrating birds in powerful lights in urban areas as well as conservation implications for such lighting installations.",PNAS,2017,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}]"
2138,Motorized 'spermbot' has no connection to COVID-19 vaccine,Motorized 'spermbot' has a connection to the COVID-19 vaccine.,https://www.reuters.com/news/article/factcheck-spermbot-notcovid/fact-check-motorized-spermbot-has-no-connection-to-covid-19-vaccine-idUSL1N2LH3D2,Tech,19-Mar-21,False,https://pubs.acs.org/doi/10.1021/acs.nanolett.5b04221,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,"Mariana Medina-Sánchez, Lukas Schwarz, Anne K. Meyer, Franziska Hebenstreit, and Oliver G. Schmidt","We present artificially motorized sperm cellsa novel type of hybrid micromotor, where customized microhelices serve as motors for transporting sperm cells with motion deficiencies to help them carry out their natural function. Our results indicate that metal-coated polymer microhelices are suitable for this task due to potent, controllable, and nonharmful 3D motion behavior. We manage to capture, transport, and release single immotile live sperm cells in fluidic channels that allow mimicking physiological conditions. Important steps toward fertilization are addressed by employing proper means of sperm selection and oocyte culturing. Despite the fact that there still remain some challenges on the way to achieve successful fertilization with artificially motorized sperms, we believe that the potential of this novel approach toward assisted reproduction can be already put into perspective with the present work.",Nano Letters,2015,"[{0: 0}, {1: 0}, {2: 0}, {3: 0}, {4: 0}]"
7202,Scientists Have Discovered a Way to Generate Electricity From Tears And Saliva,Electricity can be generated from tears and saliva.,https://www.sciencealert.com/scientists-have-discovered-a-way-to-generate-electricity-from-tears,Tech,3-Oct-17,True,https://pubs.aip.org/aip/apl/article-abstract/111/14/142902/34015/The-direct-piezoelectric-effect-in-the-globular?redirectedFrom=fulltext,The direct piezoelectric effect in the globular protein lysozyme,A. Stapleton; M. R. Noor; J. Sweeney; V. Casey; A. L. Kholkin ; C. Silien; A. A. Gandhi; T. Soulimane; S. A. M. Tofail,"Here, we present experimental evidence of the direct piezoelectric effect in the globular protein, lysozyme. Piezoelectric materials are employed in many actuating and sensing applications because they can convert mechanical energy into electrical energy and vice versa. Although originally studied in inorganic materials, several biological materials including amino acids and bone, also exhibit piezoelectricity. The exact mechanisms supporting biological piezoelectricity are not known, nor is it known whether biological piezoelectricity conforms strictly to the criteria of classical piezoelectricity. The observation of piezoelectricity in protein crystals presented here links biological piezoelectricity with the classical theory of piezoelectricity. We quantify the direct piezoelectric effect in monoclinic and tetragonal aggregate films of lysozyme using conventional techniques based on the Berlincourt Method. The largest piezoelectric effect measured in a crystalline aggregate film of lysozyme was approximately 6.5?pC?N?1. These findings raise fundamental questions as to the possible physiological significance of piezoelectricity in lysozyme and the potential for technical applications.",Applied Physics Letters,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 0}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
7207,"In a Surprise Discovery, Engineers Have Turned a Laser Beam Into a Liquid Stream",It's possible for lasers to transfer its momentum to create a stream of liquid.,https://www.sciencealert.com/in-a-surprise-discovery-researchers-used-a-laser-beam-to-create-a-stream-of-liquid,Tech,1-Sep-17,True,https://arxiv.org/ftp/arxiv/papers/1708/1708.05852.pdf,Laser streaming: Turning a laser beam into a flow of liquid,"Yanan Wang, Qiuhui Zhang, Zhuan Zhu, Feng Lin, Jiangdong Deng, Geng Ku, Suchuan Dong, Shuo Song, Md Kamrul Alam, Dong Liu, Zhiming Wang, Jiming Bao","Transforming a laser beam into a mass flow has been a challenge both scientifically and technologically. We report the discovery of a new optofluidic principle and demonstrate the generation of a steady-state water flow by a pulsed laser beam through a glass window. To generate a flow or stream in the same path as the refracted laser beam in pure water from an arbitrary spot on the window, we first fill a glass cuvette with an aqueous solution of Au nanoparticles. A flow will emerge from the focused laser spot on the window after the laser is turned on for a few to tens of minutes; the flow remains after the colloidal solution is completely replaced by pure water. Microscopically, this transformation is made possible by an underlying plasmonic nanoparticle-decorated cavity, which is self-fabricated on the glass by nanoparticle-assisted laser etching and exhibits size and shape uniquely tailored to the incident beam profile. Hydrophone signals indicate that the flow is driven via acoustic streaming by a long-lasting ultrasound wave that is resonantly generated by the laser and the cavity through the photoacoustic effect. The principle of this light-driven flow via ultrasound, that is, photoacoustic streaming by coupling photoacoustics to acoustic streaming, is general and can be applied to any liquid, opening up new research and applications in optofluidics as well as traditional photoacoustics and acoustic streaming.",Science Advances,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}]"
7217,Scientists Can Now Switch Between Electrons And Photons in a Single Transistor,A single transistor can alternate between optical and electrical signal output.,https://www.sciencealert.com/scientists-have-figured-out-how-to-switch-between-electrons-and-photons-in-a-single-transistor,Tech,10-May-17,True,https://pubs.aip.org/aip/jap/article-abstract/121/15/153103/1006362/Electro-optical-hysteresis-and-bistability-in-the,Electro-optical hysteresis and bistability in the ring-cavity tunneling-collector transistor laser,"M. Feng; N. Holonyak, Jr.; M. K. Wu; F. Tan","Bistable devices are fundamental to digital electronics as building blocks of switches, logic gates, and memory in computer systems. We demonstrate here transistor lasers exhibiting both electrical and optical hystereses with sharp square-corner current switching and different voltage thresholds in the collector IC-VCE and optical L-VCE family of characteristics. The electro-optical hysteresis is explained by the different switching paths of electron-hole (e-h) and photon interactions involving cavity coherent and incoherent energy states employing intracavity photon-assisted tunneling at the collector junction and spontaneous/stimulated e-h recombination at the base quantum-well. The electro-optical bistability of the transistor laser possesses a unique property of voltage (field) modulation and the basis for high speed optical logic processors.",Journal of Applied Physics,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}]"
7228,"This New Golden Nano-Grid Could Lead to Clearer, More Sensitive Touchscreens","Golden nano-grid could lead to clearer, more sensitive touchscreens.",https://www.sciencealert.com/this-new-golden-nano-grid-could-lead-to-clearer-more-sensitive-touchscreens,Tech,13-Jan-16,True,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201503705,Electrohydrodynamic NanoDrip Printing of High Aspect Ratio Metal Grid Transparent Electrodes,"Julian Schneider, Patrik Rohner, Deepankur Thureja, Martin Schmid, Patrick Galliker, Dimos Poulikakos","The transparent conducting electrode is an essential component in many contemporary and future devices, ranging from displays to solar cells. Fabricating transparent electrodes requires a balancing act between sufficient electrical conductivity and high light transmittance, both affected by the involved materials, fabrication methodology, and design. While metal films possess the highest conductivity at room temperature, a decent optical transmittance can only be achieved with ultrathin films. Structuring the metal into optically invisible nanowires has been shown to be promising to complement or even substitute transparent conductive oxides as dominant transparent electrode material. Here the out-of-plane fabrication capability of the recently developed method of electrohydrodynamic NanoDrip printing to pattern gold and silver nanogrids with line widths from 80 to 500 nm is demonstrated. This fully additive process enables the printing of high aspect ratio nanowalls and by that significantly improves the electrical performance, while maintaining the optical transmittance at a high level. Metal grid transparent electrodes optimized for low sheet resistances (8 ? sq?1 at a relative transmittance of 94%) as well as optimized for high transmittance (97% at a sheet resistance of 20 ? sq?1) are reported, which can be tailored on demand for the use in various applications.",Advanced Functional Materials,2015,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}]"
7230,"If You've Ever Charged With a Public USB Port, You Could Have Been 'Juice Jacked'",Cybercriminals are on the prowl to infect your mobile devices while you charge them.,https://www.sciencealert.com/charging-your-phone-using-a-public-usb-port-beware-of-cyber-attacks,Tech,11-Feb-20,True,https://dl.acm.org/doi/pdf/10.1145/2732198.2732205,Charging Me and I Know Your Secrets!: Towards Juice Filming Attacks on Smartphones,"Weizhi Meng, Wang Hao Lee, S.R. Murali, S.P.T. Krishnan","Smartphones such as Android phones and iPhones are widely adopted worldwide and the number of smartphone users has increased dramatically. With the popularity of smartphones, the privacy of smartphone users are challenged by various malware and attacks. A large amount of malware has been developed and spread such as Soundcomber, Screenmilker, TouchLogger, and so on. In addition, some smartphone attacks are based on physical access to the phone like smudge attacks. All these have reminded current users to pay more attention for smartphone security such as installing anti-malware software to defend against malicious apps, which may reduce the effectiveness of most malware. In this paper, we identify a vulnerability of smartphone charging and design a new type of charging attacks (called juice filming attacks) based on a standard USB connector and HDMI, which can steal users' secrets through automatically video-capturing their inputs (e.g., unlock patterns, PIN code). The efficiency of our designed attacks relies on the observations that users are not aware of any risk when charging their phones in public places and that most users would interact with their phone during the charging. Different from other malware and attacks, our designed juice filming attacks possess six major features: 1) be simple but quite efficient; 2) user unawareness; 3) does not need to install any apps on phone's side; 4) does not need to ask for any permissions; 5) cannot be detected by any current anti-malware software; 6) can be scalable and effective in both Android OS and iOS. To implement this attack, we employ a VGA/RGB frame grabber and further conduct several user studies to explore the feasibility and effectiveness of our attacks. Based on the understanding, we later propose several mitigation strategies to defend against such attacks.",ACM ASIA Conference on Computer and Communications Security,2015,"[{0: 0}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}]"
7267,New Device Can Immediately Target And Destroy Deadly Blood Clots,A new device can immediately target and destroy deadly blood clots.,https://www.sciencealert.com/new-device-can-immediately-target-and-destroy-deadly-blot-clots,Uncategorized,7-Aug-15,True,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.201502243,Multifunctional Thrombin-Activatable Polymer Capsules for Specific Targeting to Activated Platelets,"Sylvia T. Gunawan, Kristian Kempe, Thomas Bonnard, Jiwei Cui, Karen Alt, Lok S. Law, Xiaowei Wang, Erik Westein, Georgina K. Such, Karlheinz Peter, Christoph E. Hagemeyer, Frank Caruso","Hemostasis is a key biological feature that prevents sustained bleeding upon injury.1 Acute thrombosis, a leading cause of mortalities and morbidities worldwide, is a pathological hemostatic condition, which is mainly caused by the rupture of an unstable atherosclerotic plaque leading to myocardial infarction or stroke.1, 2 These unwanted intravascular blood thrombi cause vascular occlusions and organ damage due to prolonged lack of oxygen.[1] As a first line of defense, fast-acting thrombolytic drugs, such as plasminogen activators (PAs), are administered to stop thrombus growth and to quickly induce thrombus deconstruction.3 However, systemic (intravenous) or local (catheter) delivery of PAs is deemed neither effective nor safe due to either rapid neutralization by their antidotes (e.g., plasminogen activator inhibitor) or bleeding complications that may lead to intracranial hemorrhages.1 With no safe thrombolytic treatments currently available and a lack of timely treatments, acute thrombosis remains a major healthcare issue contributing to a significant number of deaths and disabilities.",Advanced Materials,2015,"[{0: 1}, {1: 1}]"
