id,title,claim,Type,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,Answers,Answers,Answers,Prompt
5629,Is Rain That Falls in Smoky Areas After a Wildfire Likely to Be Extremely Toxic?,Precipitation in smoky areas following a wildfire is extremely toxic.,Claim,https://www.snopes.com/fact-check/rain-wildfire-toxic/,Environment,19-Nov-18,FALSE,https://www.jstor.org/stable/1467761,Phosphorus and Nitrogen Dynamics in Streams during a Wildfire,"Craig N. Spencer, F. Richard Hauer","Various studies report changes in phosphorus and nitrogen concentrations in surface waters after wildfires; however, we have found no reports which include nutrient data collected during actual wildfire activity. We had an opportunity to collect water chemistry data from several streams as a large (15,500 ha) intense firestorm passed through their watersheds. Phosphorus and nitrogen concentrations increased from 5 to 60 fold over background levels within the first two days of the fire with maximum recorded concentrations for dissolved nutrients reaching as high as 135 ?g/L soluble reactive phosphorus, 261 ?g/L ammonium, and 61 ?g/L nitrate + nitrite. Total phosphorus and total nitrogen levels increased up to 206 ?g/L and 349 ?g/L respectively. Nutrient concentrations declined to background levels typically <5-10 ?g/L within several days to several weeks. Experimental evidence suggests that the primary source of phosphorus was from leaching of ash deposited directly into the streams during the firestorm while the primary source of nitrogen appeared to be from diffusion of smoke gases into the stream waters.",Journal of the North American Benthological Society,1991,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5630,Should People Call the Police if They See a New Guinea Flatworm?,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health.,Claim,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Health,27-Mar-17,FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3753181/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),"Susan I. Jarvi, Margaret E.M. Farias, Kay Howe, Steven Jacquier, Robert Hollingsworth, William Pitt","The life cycle of the nematode Angiostrongylus cantonensis involves rats as the definitive host and slugs and snails as intermediate hosts. Humans can become infected upon ingestion of intermediate or paratenic (passive carrier) hosts containing stage L3 A. cantonensis larvae. Here, we report a quantitative PCR (qPCR) assay that provides a reliable, relative measure of parasite load in intermediate hosts. Quantification of the levels of infection of intermediate hosts is critical for determining A. cantonensis intensity on the Island of Hawaii. The identification of high intensity infection 'hotspots' will allow for more effective targeted rat and slug control measures. qPCR appears more efficient and sensitive than microscopy and provides a new tool for quantification of larvae from intermediate hosts, and potentially from other sources as well.",Molecular and Biochemical Parasitology,2012,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5631,Did a Scientific Study Prove That Conspiracists Are The Most Sane of All?,Conspiracy theorists are generally more sane than other people.,Claim,https://www.snopes.com/fact-check/conspiracists-most-sane/,Humans,27-Aug-18,FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3703523/,What about building 7? A social psychological study of online discussion of 9/11 conspiracy theories,"Michael J. Wood, Karen M. Douglas","Recent research into the psychology of conspiracy belief has highlighted the importance of belief systems in the acceptance or rejection of conspiracy theories. We examined a large sample of conspiracist (pro-conspiracy-theory) and conventionalist (anti-conspiracy-theory) comments on news websites in order to investigate the relative importance of promoting alternative explanations vs. rejecting conventional explanations for events. In accordance with our hypotheses, we found that conspiracist commenters were more likely to argue against the opposing interpretation and less likely to argue in favor of their own interpretation, while the opposite was true of conventionalist commenters. However, conspiracist comments were more likely to explicitly put forward an account than conventionalist comments were. In addition, conspiracists were more likely to express mistrust and made more positive and fewer negative references to other conspiracy theories. The data also indicate that conspiracists were largely unwilling to apply the conspiracy theory label to their own beliefs and objected when others did so, lending support to the long-held suggestion that conspiracy belief carries a social stigma. Finally, conventionalist arguments tended to have a more hostile tone. These tendencies in persuasive communication can be understood as a reflection of an underlying conspiracist worldview in which the details of individual conspiracy theories are less important than a generalized rejection of official explanations.",Frontiers in Psychology,2013,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5632,Did Fracking Cause Volcanic Activity on Hawaii's Big Island?,Volcanic activity in Hawaii is due to increased fracking activity from a nearby geothermal energy plant.,Claim,https://www.snopes.com/fact-check/did-fracking-cause-volcanic-activity-hawaii/,Environment,22-Jun-18,FALSE,https://pubs.geoscienceworld.org/ssa/srl/article-abstract/86/4/1060/315450/Myths-and-Facts-on-Wastewater-Injection-Hydraulic?redirectedFrom=fulltext,"Myths and Facts on Wastewater Injection, Hydraulic Fracturing, Enhanced Oil Recovery, and Induced Seismicity","Justin L. Rubinstein, Alireza Babaie Mahani","The central United States has undergone a dramatic increase in seismicity over the past 6 years (Fig. 1), rising from an average of 24 M?3 earthquakes per year in the years 1973-2008 to an average of 193 M?3 earthquakes in 2009-2014, with 688 occurring in 2014 alone. Multiple damaging earthquakes have occurred during this increase including the 2011 M 5.6 Prague, Oklahoma, earthquake; the 2011 M 5.3 Trinidad, Colorado, earthquake; and the 2011 M 4.7 Guy?Greenbrier, Arkansas, earthquake. The increased seismicity is limited to a few areas and the evidence is mounting that the seismicity in many of these...",Seismological Research Letters,2015,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5634,Were Enormous Pyramids Just Discovered In Antarctica?,An ancient civilization built pyramids in Antarctica 100 million years ago.,Claim,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,Environment,24-Aug-17,FALSE,https://www.sciencedirect.com/science/article/pii/S0012821X17301851,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica","David E. Sugden, Andrew S. Hein, John Woodward, Shasta M. Marrero, Ángel Rodés, Stuart A. Dunning, Finlay M. Stuart, Stewart P.H.T. Freeman, Kate Winter, Matthew J. Westoby","An elevated erosional trimline in the heart of West Antarctica in the Ellsworth Mountains tells of thicker ice in the past and represents an important yet ambiguous stage in the evolution of the Antarctic Ice Sheet. Here we analyse the geomorphology of massifs in the southernmost Heritage Range where the surfaces associated with the trimline are overlain by surficial deposits that have the potential to be dated through cosmogenic nuclide analysis. Analysis of 100 rock samples reveals that some clasts have been exposed on glacially moulded surfaces for 1.4 Ma and perhaps more than 3.5 Ma, while others reflect fluctuations in thickness during Quaternary glacial cycles. Modelling the age of the glacially moulded bedrock surface based on cosmogenic 10Be, 26Al and 21Ne concentrations from a depth-profile indicates a minimum exposure age of 2.1-2.6 Ma. We conclude that the glacially eroded surfaces adjacent to the trimline predate the Last Glacial Maximum and indeed the Quaternary. Since erosion was by warm-based ice near an ice-sheet upper margin, we suggest it first occurred during the early glaciations of Antarctica before the stepped cooling of the mid-Miocene at ?14 Ma. This was a time when the interior Antarctic continent had summers warm enough for tundra vegetation to grow and for mountain glaciers to consist of ice at the pressure melting point. During these milder conditions, and subsequently, erosion of glacial troughs is likely to have lowered the ice-sheet surface in relation to the mountains. This means that the range of orbitally induced cyclic fluctuations in ice thickness have progressively been confined to lower elevations.",Earth and Planetary Science Letters,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5636,Peer-Reviewed Study Proves All Recent Global Warming Fabricated by Climatologists?,Nearly all of global warming has been fabricated by climate scientists.,Claim,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,Environment,14-Jul-17,FALSE,https://journals.ametsoc.org/view/journals/bams/90/7/2008bams2613_1.xml?tab_body=abstract-display,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2","Matthew J. Menne, Claude N. Williams Jr., Russell S. Vose","In support of climate monitoring and assessments, the National Oceanic and Atmospheric Administration's (NOAA's) National Climatic Data Center has developed an improved version of the U.S. Historical Climatology Network temperature dataset (HCN version 2). In this paper, the HCN version 2 temperature data are described in detail, with a focus on the quality-assured data sources and the systematic bias adjustments. The bias adjustments are discussed in the context of their effect on U.S. temperature trends from the period 1895-2007 and in terms of the differences between version 2 and its widely used predecessor (now referred to as HCN version 1). Evidence suggests that the collective effect of changes in observation practice at U.S. HCN stations is systematic and of the same order of magnitude as the background climate signal. For this reason, bias adjustments are essential to reducing the uncertainty in U.S. climate trends. The largest biases in the HCN are shown to be associated with changes to the time of observation and with the widespread changeover from liquid-in-glass thermometers to the maximum-minimum temperature system (MMTS). With respect to HCN version 1, HCN version 2 trends in maximum temperatures are similar, while minimum temperature trends are somewhat smaller because of 1) an apparent overcorrection in HCN version 1 for the MMTS instrument change and 2) the systematic effect of undocumented station changes, which were not addressed in HCN version 1.",Bulletin of the American Meteorological Society,2009,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5639,Would Breaking a Vaccine Vial Necessitate Evacuating a Building?,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",Claim,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Health,15-May-17,FALSE,https://pubs.acs.org/doi/10.1021/acs.est.6b04328,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,"Cheng-Shiuan Lee, Molly E. Lutcavage, Emily Chandler, Daniel J. Madigan, Robert M. Cerrato, Nicholas S. Fisher","Tunas are apex predators in marine food webs that can accumulate mercury (Hg) to high concentrations and provide more Hg (?40%) to the U.S population than any other source. We measured Hg concentrations in 1292 Atlantic bluefin tuna (ABFT, Thunnus thynnus) captured in the Northwest Atlantic from 2004 to 2012. ABFT Hg concentrations and variability increased nonlinearly with length, weight, and age, ranging from 0.25 to 3.15 mg kg-1, and declined significantly at a rate of 0.018 ± 0.003 mg kg-1 per year or 19% over an 8-year period from the 1990s to the early 2000s. Notably, this decrease parallels comparably reduced anthropogenic Hg emission rates in North America and North Atlantic atmospheric Hg0 concentrations during this period, suggesting that recent efforts to decrease atmospheric Hg loading have rapidly propagated up marine food webs to a commercially important species. This is the first evidence to suggest that emission reduction efforts have resulted in lower Hg concentrations in large, long-lived fish.",Environmental Science & Technology,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5640,Did a Study Prove That Airport Scanners 'Rip Apart' Your DNA?,Millimeter wave body scanners used by airport security can alter your DNA.,Claim,https://www.snopes.com/fact-check/do-airport-scanners-rip-apart-dna/,Physics,24-Feb-17,FALSE,https://www.sciencedirect.com/science/article/abs/pii/S0375960110000125,DNA Breathing Dynamics in the Presence of a Terahertz Field,"B.S. Alexandrov, V. Gelev, A.R. Bishop, A. Usheva, K.Ø. Rasmussen","We consider the influence of a terahertz field on the breathing dynamics of double-stranded DNA. We model the spontaneous formation of spatially localized openings of a damped and driven DNA chain, and find that linear instabilities lead to dynamic dimerization, while true local strand separations require a threshold amplitude mechanism. Based on our results we argue that a specific terahertz radiation exposure may significantly affect the natural dynamics of DNA, and thereby influence intricate molecular processes involved in gene expression and DNA replication.",Physics Letters A,2010,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5642,Are Abortions Linked to an Increased Risk of Breast Cancer?,Abortions increase a woman's risk of developing breast cancer.,Claim,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Health,3-Feb-17,FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1060338/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,"J Brind, V M Chinchilli, W B Severs, J Summy-Long","STUDY OBJECTIVE: To ascertain, from the published reports to date, whether or not a significantly increased risk of breast cancer is specifically attributable to a history of induced abortion, independent of spontaneous abortion and age at first full term pregnancy (or first live birth); to establish the relative magnitude of such risk increase as may be found, and to ascertain and quantify such risk increases as may pertain to particular subpopulations of women exposed to induced abortion; in particular, nulliparous women and parous women exposed before compared with after the first full term pregnancy. INCLUDED STUDIES: The meta-analysis includes all 28 published reports which include specific data on induced abortion and breast cancer incidence. Since some study data are presented in more than one report, the 28 reports were determined to constitute 23 independent studies. Overall induced abortion odds ratios and odds ratios for the different subpopulations were calculated using an average weighted according to the inverse of the variance. An overall unweighted average was also computed for comparison. No quality criteria were imposed, but a narrative review of all included studies is presented for the reader's use in assessing the quality of individual studies. EXCLUDED STUDIES: All 33 published reports including data on abortion and breast cancer incidence but either pertaining only to spontaneous abortion or to abortion without specification as to whether it was induced or spontaneous. These studies are listed for the reader's information. RESULTS: The overall odds ratio (for any induced abortion exposure; n = 21 studies) was 1.3 (95% confidence interval of 1.2, 1.4). For comparison, the unweighted overall odds ratio was 1.4 (1.3,1.6). The odds ratio for nulliparous women was 1.3 (1.0,1.6), that for abortion before the first term pregnancy in parous women was 1.5 (1.2,1.8), and that for abortion after the first term pregnancy was 1.3 (1.1,1.5). CONCLUSIONS: The results support the inclusion of induced abortion among significant independent risk factors for breast cancer, regardless of parity or timing of abortion relative to the first term pregnancy. Although the increase in risk was relatively low, the high incidence of both breast cancer and induced abortion suggest a substantial impact of thousands of excess cases per year currently, and a potentially much greater impact in the next century, as the first cohort of women exposed to legal induced abortion continues to age.",Journal of Epidemiology and Community Health,1996,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5644,Do Salt Lamps Provide Multiple Health Benefits?,"Salt lamps emit negatively charged ions, providing a myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an electric smog.",Claim,https://www.snopes.com/fact-check/salt-lamps-cure-everything/,Health,22-Dec-16,FALSE,https://pubmed.ncbi.nlm.nih.gov/18188611/,Effects of negative air ions on activity of neural substrates involved in autonomic regulation in rats,"Satoko Suzuki, Shinya Yanagita, Seiichiro Amemiya, Yumi Kato, Natsuko Kubota, Tomoo Ryushi, Ichiro Kita","The neural mechanism by which negative air ions (NAI) mediate the regulation of autonomic nervous system activity is still unknown. We examined the effects of NAI on physiological responses, such as blood pressure (BP), heart rate (HR), and heart rate variability (HRV) as well as neuronal activity, in the paraventricular nucleus of the hypothalamus (PVN), locus coeruleus (LC), nucleus ambiguus (NA), and nucleus of the solitary tract (NTS) with c-Fos immunohistochemistry in anesthetized, spontaneously breathing rats. In addition, we performed cervical vagotomy to reveal the afferent pathway involved in mediating the effects of NAI on autonomic regulation. NAI significantly decreased BP and HR, and increased HF power of the HRV spectrum. Significant decreases in c-Fos positive nuclei in the PVN and LC, and enhancement of c-Fos expression in the NA and NTS were induced by NAI. After vagotomy, these physiological and neuronal responses to NAI were not observed. These findings suggest that NAI can modulate autonomic regulation through inhibition of neuronal activity in PVN and LC as well as activation of NA neurons, and that these effects of NAI might be mediated via the vagus nerves.",International Journal of Biometeorology,2008,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5645,Do Women Need More Sleep Than Men Because Their Brains Work Harder?,Women need more sleep than men because their brains get more use on a day-to-day basis.,Claim,https://www.snopes.com/fact-check/women-need-more-sleep-than-men-because-their-brains-work-harder/,Health,15-Dec-16,FALSE,https://pubmed.ncbi.nlm.nih.gov/15560771/,"Sleep quantity, sleep difficulties and their perceived consequences in a representative sample of some 2000 British adults","J A Groeger, F R H Zijlstra, D-J Dijk","Sleep problems and sleep restriction are popular topics of discussion, but few representative data are available. We document Britain's sleep based on a nationally representative sample of 1997, 16-93 year olds, who participated in face-to-face interviews. Fifty-eight per cent of respondents reported sleep problems on one or more nights the previous week and 18% reported that the sleep they obtained was insufficient on the majority of nights. Sleep durations were longest in the youngest participants (16-24 years), who slept on average 1 h longer than the 7.04 (SD 1.55) sample average. Sleep duration showed no appreciable change beyond middle age. Men and women reported sleeping similar amounts but women reported more sleep problems. Men reported sleeping less when there were more children in their household. Workers (i.e. employees) reported sleeping less on workdays than on non-workdays, but those based at home and those not employed did not. Inability to switch off from work was related to sleep duration on non-workdays. Across all participants average sleep duration exhibited a non-monotonic association with quality of life (i.e. contribution of sleep to energy, satisfaction and success in work, home and leisure activities). Quality of life was positively associated with sleep duration, for durations up to 9 h, but negatively associated with quality of life beyond this. Comparison of our data with the US national sleep poll revealed that Britain sleeps as little or less, whereas a comparison with data reported 40 years ago revealed no statistically reliable reductions. Although we may not sleep less than four decades ago, when we report sleeping less we also tend to associate that lack of sleep with poor performance and quality of life.",Journal of Sleep Research,2004,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5647,Global Sea Ice at a Record-Breaking Low,Global sea ice coverage is at a record-breaking low.,Claim,https://www.snopes.com/fact-check/global-sea-ice-at-a-record-breaking-low/,Environment,21-Nov-16,TRUE,https://www.nature.com/articles/nclimate3103,Assessing recent trends in high-latitude Southern Hemisphere surface climate,"Julie M. Jones, Sarah T. Gille, Hugues Goosse, Nerilie J. Abram, Pablo O. Canziani, Dan J. Charman, Kyle R. Clem, Xavier Crosta, Casimir de Lavergne, Ian Eisenman, Matthew H. England, Ryan L. Fogt, Leela M. Frankcombe, Gareth J. Marshall, Valérie Masson-Delmotte, Adele K. Morrison, Anaïs J. Orsi, Marilyn N. Raphael, James A. Renwick, David P. Schneider, Graham R. Simpkins, Eric J. Steig, Barbara Stenni, Didier Swingedouw, Tessa R. Vance","Understanding the causes of recent climatic trends and variability in the high-latitude Southern Hemisphere is hampered by a short instrumental record. Here, we analyse recent atmosphere, surface ocean and sea-ice observations in this region and assess their trends in the context of palaeoclimate records and climate model simulations. Over the 36-year satellite era, significant linear trends in annual mean sea-ice extent, surface temperature and sea-level pressure are superimposed on large interannual to decadal variability. Most observed trends, however, are not unusual when compared with Antarctic palaeoclimate records of the past two centuries. With the exception of the positive trend in the Southern Annular Mode, climate model simulations that include anthropogenic forcing are not compatible with the observed trends. This suggests that natural variability overwhelms the forced response in the observations, but the models may not fully represent this natural variability or may overestimate the magnitude of the forced response.",Nature Climate Change,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5649,Vaccinated People Not More Susceptible to COVID-19 Than Unvaccinated,Vaccinated and boosted people are more susceptible to the omicron variant.,Claim,https://www.factcheck.org/2022/06/scicheck-vaccinated-people-not-more-susceptible-to-covid-19-than-unvaccinated/,Health,10-Jun-22,FALSE,https://jamanetwork.com/journals/jama/fullarticle/2793169,Association Between COVID-19 Booster Vaccination and Omicron Infection in a Highly Vaccinated Cohort of Players and Staff in the National Basketball Association,"Caroline G. Tai, Lisa L. Maragakis, Sarah Connolly, John DiFiori, Deverick J. Anderson, Yonatan H. Grad, Christina DeFilippo Mack","Evaluation of COVID-19 vaccine booster effectiveness is essential as new variants of SARS-CoV-2 emerge. Data support the effectiveness of booster doses in preventing severe disease and hospitalization; however, the association with reducing incident SARS-CoV-2 infections is not clear.1-3 We compared the incidence of SARS-CoV-2 infection in players and staff of the National Basketball Association (NBA) who did vs those who did not receive a booster dose.",JAMA,2022,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5651,The price of insulin increases as waistlines increase.,Insulin price increases are due to increased consumer demand.,Claim,https://www.politifact.com/factchecks/2022/apr/21/matt-gaetz/gaetzs-diagnosis-whats-driving-insulin-costs-misse/,Society,21-Apr-22,FALSE,https://jamanetwork.com/journals/jama-health-forum/fullarticle/2785932,"Estimation of the Share of Net Expenditures on Insulin Captured by US Manufacturers, Wholesalers, Pharmacy Benefit Managers, Pharmacies, and Health Plans From 2014 to 2018","Karen Van Nuys, Rocio Ribero, Martha Ryan, Neeraj Sood","Importance  Recent US media and policy attention on insulin affordability has focused on the role of manufacturers in setting prices; however, the role of other drug distribution intermediaries in determining prices has received less attention. Objective  To estimate the share of net expenditures on insulin captured by manufacturers, wholesalers, pharmacy benefit managers, pharmacies, and health plans from 2014 to 2018. Design, Setting, and Participants  This cross-sectional study of the US insulin market was conducted in 2020 using 2014-2018 data from multiple sources, including list and estimated net prices from SSR Health for 32 insulin products, mean use weights from a commercial pharmacy claims database, mean acquisition costs and reimbursements from the Centers for Medicare & Medicaid Services, mean spread and share of rebates retained by pharmacy benefit managers from state Medicaid and drug transparency reports, and profit margins from the public filings of distribution system participant companies. Participants were insulin manufacturers, drug wholesalers, pharmacies, pharmacy benefit managers, and health plans. Main Outcomes and Measures  Mean list and net insulin prices, mean net expenditures on insulin, share of expenditures retained by each distribution system participant. Results  Between 2014 and 2018, mean list prices of 32 insulin products increased by 40.1% (from $19.60 to $27.45), while mean net prices received by manufacturers decreased by 30.8% (from $10.53 to $7.29). Net expenditures per 100 units of insulin increased by 3.2% (from $15.11 to $15.59) while the share of a hypothetical $100 insulin expenditure accruing to manufacturers decreased by 33.0% (from $69.71 to $46.73) and the share accruing to health plans decreased by 24.7% (from $13.82 to $10.40). The share of insulin expenditures retained by pharmacy benefit managers increased by 154.6% (from $5.64 to $14.36), the share retained by pharmacies increased by 228.8% (from $6.21 to $20.42), and the share retained by wholesalers increased by 74.7% (from $4.63 to $8.09). Conclusions and Relevance  Results of this cross-sectional study of the distribution of insulin expenditures suggest that policies to control insulin costs should consider all entities throughout the insulin distribution system. Manufacturers represented a decreasing share of insulin expenditures, and pharmacies, pharmacy benefit managers, and wholesalers accounted for a growing share; all entities play a role in increasing insulin costs.",JAMA Health Forum,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5652,Florida Gov. Ron DeSantis mischaracterizes the efficacy of face masks,Wearing masks isn't doing anything to prevent COVID-19.,Claim,https://www.politifact.com/factchecks/2022/mar/04/ron-desantis/florida-gov-ron-desantis-mischaracterizes-efficacy/,Health,4-Mar-22,FALSE,https://pubmed.ncbi.nlm.nih.gov/34737172/,Supporting COVID-19 School Safety for Children With Disabilities and Medical Complexity,"Michael R Sherby, Luther G Kalb, Ryan J Coller, Gregory P DeMuri, Sabrina Butteris, John J Foxe, Martin S Zand, Edward G Freedman, Stephen Dewhurst, Jason G Newland, Christina A Gurnett","Children with intellectual and developmental disabilities (IDDs) and children with medical complexity (CMC) have been disproportionally impacted by the coronavirus disease 2019 pandemic, including school closures. Children with IDDs and CMC rely on schools for a vast array of educational, therapeutic, medical, and social needs. However, maintaining safe schools for children with IDDs and CMC during the coronavirus disease 2019 pandemic may be difficult because of the unique challenges of implementing prevention strategies, such as masking, social distancing, and hand hygiene in this high-risk environment. Furthermore, children with IDDs and CMC are at a higher risk of infectious complications and mortality, underscoring the need for effective mitigation strategies. The goal of this report is to describe the implementation of several screening testing models for severe acute respiratory syndrome coronavirus 2 in this high-risk population. By describing these models, we hope to identify generalizable and scalable approaches to facilitate safe school operations for children with IDDs and CMC during the current and future pandemics.",Pediatrics,2022,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5653,DeSantis' executive order misleads about the lack of scientific support for masking in schools,The Centers for Disease Control and Prevention's recent guidance on students and masking lacks a well-grounded scientific justification.,Claim,https://www.politifact.com/factchecks/2021/aug/10/ron-desantis/desantis-executive-order-misleading-about-lack-sci/,Health,10-Aug-21,FALSE,https://www.science.org/doi/10.1126/science.abh2939,Household COVID-19 risk and in-person schooling,"Justin Lessler, M. Kate Grabowski, Kyra H. Grantz, Elena Badillo-Goicoechea, C. Jessica E. Metcalf, Carly Lupton-Smith, Andrew S. Azman, Elizabeth A. Stuart","In-person schooling has proved contentious and difficult to study throughout the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic. Data from a massive online survey in the United States indicate an increased risk of COVID-19-related outcomes among respondents living with a child attending school in person. School-based mitigation measures are associated with significant reductions in risk, particularly daily symptoms screens, teacher masking, and closure of extracurricular activities. A positive association between in-person schooling and COVID-19 outcomes persists at low levels of mitigation, but when seven or more mitigation measures are reported, a significant relationship is no longer observed. Among teachers, working outside the home was associated with an increase in COVID-19-related outcomes, but this association is similar to that observed in other occupations (e.g., health care or office work). Although in-person schooling is associated with household COVID-19 risk, this risk can likely be controlled with properly implemented school-based mitigation measures.",Science,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
5654,Fact-checking a claim on dandelion root extract as a cancer remedy,Dandelion root is able to kill 98% of cancer cells within 48 hours.,Claim,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Health,17-Jun-21,FALSE,https://ashpublications.org/blood/article/118/21/4288/79324/Unusual-Response-of-Acute-Monocytic-Leukemia-to,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,"Caroline Hamm, Sindu M. Kanjeekal","Seventy year old man presented to Windsor Regional Cancer Centre with fever and pancytopenia on June 24, 2009. Presenting CBC was as follows: WBC 47.8:Ne 0.3, Ly 0.06, Mo 0.62, Meta 0.01, bands 0.01; Hgb 123; Platelets 55,000. A bone marrow biopsy revealed the following: 70% cellularity with sheets of immature blast-like cells; the lesional cells were CD68 and MPO positive and negative for CD34, CD117, CD138, CD20 and CD3. Flow cytometry revealed 46% of the cells positive for CD33, Cd36, CD64, MY4, CD16, HLA-DR, CD13, CD 56, CD10, CD11b, dim CD4, MPO positive, consistent with acute monocytic leukemia. Cytogenetics were 46, XY [24]. He was given the diagnosis of acute monoblastic leukemia and was started on standard induction chemotherapy: 3 + 7 daunorubicin and ara-C. (doses). Repeat bone marrow biopsy on July 17, 2009 revealed lack of remission. This bone marrow revealed sheets of blast-like cells with 30% residual monoblast population and 4% myeloblast population. He was then treated with high dose cytarabine (3 gm / m2 q day 1, 3, 5) for one cycle. Repeat bone marrow biopsy on Aug 20, 2009 revealed non-remission with 20% residual monoblasts. At this time, it was explained to him that he would be treated in a palliative fashion only. He started low dose AraC at this time and received one 21 day course. He showed hematological recovery by September 2009. Repeat bone marrow biopsy on October 5th, 2009 showed 6% residual myeloblast and 40% monocytic population. Because of previous signals of response at our centre to dandelion root tea/ water extract, and because of his current palliative diagnosis, we mentioned dandelion root tea to him. He started this tea on his own and was followed expectantly. Another bone marrow biopsy at the end of November 2009 showed only residual monocytic population of 10 - 12 % with 79% myeloid cells showing dysplastic features consistent with chronic myelomonocytic leukemia type 2. In March 2010, his platelet count started a gradual decline. By December 29, 2010, the platelet count had dropped to 35,000 × 10 9, and a bone marrow biopsy was done to determine etiology. Bone marrow biopsy from January 25, 2011 shows features suggestive chronic myelomonocytic leukemia. This biopsy revealed monocytic cells, as well as occasional promonocytes. There was adequate megakaryoctyes, no Auer rods, no blasts. The monocytes expressed 9% of the total nucleated cells, and did not express CD56. Flow cytometry reported all normal. A diagnosis of idiopathic thrombocytopenic purpura was made and patient was started on prednisone with subsequent improvement in his platelet count. CBC on July 4, 2011, almost two years from his diagnosis of refractory M5 AML, patient's CBC is almost normal with a white blood count of 7.5 ×10*9/L, hemoglobin of 122 g/L, platelets of 134 ×10*9/L, neutrophils of 3.6 × 10*9/L, monocytes of 1.65 × 10*9/L. His quality of life remains excellent. He continues using dandelion root tea. In view of this very exciting response and the more temporary response seen in chronic myelomonocytic leukemia, as well as the exciting findings we have seen in monocytic cells lines and tolerance in animal models, we moving into a phase I/II clinical trial examining the effect of dandelion root extract in patients with monocytic leukemias.",Blood,2011,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
