id,title,claim,Type,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,Answers,Answers,Answers,Prompt
1111,COVID-19 test swabs cannot touch the brain or bruise the amygdala to make people submissive,COVID-19 test swabs touch the brain or bruise the amygdala to make people submissive,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-egypt/fact-check-covid-19-test-swabs-cannot-touch-the-brain-or-bruise-the-amygdala-to-make-people-submissive-idUSL1N2RZ2B6,Humans,8-Nov-21,FALSE,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1600-0420.1997.tb00792.x,The eye and its diseases in Ancient Egypt,S. Ry Andersen,"Based on a study of mummies, skeletons, burial rites, medical instruments, medicaments, literature and objets d'art from Ancient Egypt before the Hellenistic Period, the understanding of the eye, its diseases and their treatment at that time is described. Magic spells, religious rites and medical treatments, especially with eye ointments, were probably used often complementary to one another. We must be very cautious about our conclusions in regard to the effectiveness of the treatments. Eye diseases have been depicted only exceptionally in Egyptian art, except for blindness and 'symbolic blindness'.",Acta Ophthalmologica,1997,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
1158,Has Switzerland Approved 3D-Printed Pods for Assisted Suicide?,"3D-printed Sarco capsules for assisted suicides, which can be activated from the inside by the person intending to die, have been approved under Swiss law.",Claim,https://www.snopes.com/fact-check/switzerland-pods-assisted-suicide/,Humans,13-Dec-21,FALSE,https://onlinelibrary.wiley.com/doi/10.1111/bioe.12304,Assisted Suicide in Switzerland: Clarifying Liberties and Claims,"Samia A. Hurst, Alex Mauron","Assisting suicide is legal in Switzerland if it is offered without selfish motive to a person with decision-making capacity. Although the 'Swiss model' for suicide assistance has been extensively described in the literature, the formally and informally protected liberties and claims of assistors and recipients of suicide assistance in Switzerland are incompletely captured in the literature. In this article, we describe the package of rights involved in the 'Swiss model' using the framework of Hohfeldian rights as modified by Wenar. After outlining this framework, we dissect the rights involved in suicide assistance in Switzerland, and compare it with the situation in England and Germany. Based on this approach, we conclude that in Switzerland, claim rights exist for those requesting suicide assistance, and for those who are considering providing such assistance, even though no entitlements exist toward suicide assistance. We then describe the implementation of the 'Swiss model' and difficulties arising within it. Clarifying these issues is important to understand the Swiss situation, to evaluate what features of it may or may not be worth correcting or emulating, and to understand how it can impact requests for suicide assistance in other countries due to 'suicide tourism'. It is also important to understand exactly what sets Switzerland apart from other countries with different legislations regarding suicide assistance.",Bioethics,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
1979,Sneaker color does not show what side of brain is dominant,Sneaker color shows what side of the brain is dominant.,Claim,https://www.reuters.com/news/article/factcheck-sneaker-color-brain/fact-check-sneaker-color-does-not-show-what-side-of-brain-is-dominant-idUSL1N2MJ1PA,Humans,26-Apr-21,FALSE,https://www.sciencedirect.com/science/article/pii/S0960982215005357?via%3Dihub,Striking individual differences in color perception uncovered by 'the dress' photograph,"Rosa Lafer-Sousa, Katherine L. Hermann, Bevil R. Conway","The dress' is a peculiar photograph: by themselves the dress' pixels are brown and blue, colors associated with natural illuminants [1], but popular accounts (#TheDress) suggest the dress appears either white/gold or blue/black [2]. Could the purported categorical perception arise because the original social-media question was an alternative-forced-choice? In a free-response survey (N = 1401), we found that most people, including those naïve to the image, reported white/gold or blue/black, but some said blue/brown. Reports of white/gold over blue/black were higher among older people and women. On re-test, some subjects reported a switch in perception, showing the image can be multistable. In a language-independent measure of perception, we asked subjects to identify the dress' colors from a complete color gamut. The results showed three peaks corresponding to the main descriptive categories, providing additional evidence that the brain resolves the image into one of three stable percepts. We hypothesize that these reflect different internal priors: some people favor a cool illuminant (blue sky), discount shorter wavelengths, and perceive white/gold; others favor a warm illuminant (incandescent light), discount longer wavelengths, and see blue/black. The remaining subjects may assume a neutral illuminant, and see blue/brown. We show that by introducing overt cues to the illumination, we can flip the dress color.",Current Biology,2015,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
2139,COVID-19 vaccines do not take away the human rights of recipients,COVID-19 vaccines take away the human rights of recipients,Claim,https://www.reuters.com/news/article/factcheck-vaccine-gmo/fact-check-covid-19-vaccines-do-not-take-away-the-human-rights-of-recipients-idUSL1N2LH395,Humans,19-Mar-21,FALSE,https://allianceforscience.cornell.edu/blog/2020/12/yes-some-covid-vaccines-use-genetic-engineering-get-over-it/,"Yes, some COVID vaccines use genetic engineering. Get over it.",Mark Lynas,"We've all heard the conspiracy theories about COVID-19. Now a whole new set is emerging around COVID vaccines  and spreading as virulently as the pandemic they are meant to control. Though the public health community tends to resort to reassurances about some of the more reasonable concerns  yes, the vaccines have been developed incredibly quickly and short-term side effects can occur   this post aims to do something different. We're going right to the heart of the matter. So no, COVID-19 vaccines aren't delivery vehicles for government microchips. They aren't tainted by material from aborted fetuses. And they won't turn us into GMOs  though some of them do use genetic engineering, and all of them use genetics more broadly. We think this is way cool  something to celebrate, not shy away from. So, we're doing the deep reveal on exactly how genetics and biotechnology have been a central component of the vaccine effort. Because we know the conspiracists don't care about evidence, anyway.",Alliance For Science,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7204,There's a Brain Quirk That Could Explain Why Some People Think They Are Psychic,The perception of event timing explains the belief of psychic abilities.,Claim,https://www.sciencealert.com/a-difference-in-neural-timing-could-explain-why-some-people-think-they-re-psychic,Humans,13-Oct-17,TRUE,https://journals.sagepub.com/doi/abs/10.1177/0956797616641943,A Simple Task Uncovers a Postdictive Illusion of Choice,Adam Bear and Paul Bloom,"Do people know when, or whether, they have made a conscious choice? Here, we explore the possibility that choices can seem to occur before they are actually made. In two studies, participants were asked to quickly choose from a set of options before a randomly selected option was made salient. Even when they believed that they had made their decision prior to this event, participants were significantly more likely than chance to report choosing the salient option when this option was made salient soon after the perceived time of choice. Thus, without participants' awareness, a seemingly later event influenced choices that were experienced as occurring at an earlier time. These findings suggest that, like certain low-level perceptual experiences, the experience of choice is susceptible to postdictive influence and that people may systematically overestimate the role that consciousness plays in their chosen behavior.",Association for Psychological Science,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7235,"Discovery in 12,000-Year-Old Grave Shows Not All Ancient Fishers Were Men",Not All Ancient Fishers Were Men,Claim,https://www.sciencealert.com/pleistocene-fish-hooks-female-burial-grave-hunter-gatherer-indonesia,Humans,12-Dec-17,TRUE,https://bioone.org/journals/monographs-of-the-western-north-american-naturalist/volume-7/issue-1/042.007.0113/Early-Holocene-Pearl-Oyster-Circular-Fishhooks-and-Ornaments-on-Esp%c3%adritu/10.3398/042.007.0113.full,"Early Holocene Pearl Oyster Circular Fishhooks and Ornaments on Espíritu Santo Island, Baja California Sur",Harumi Fujita,"Discovery and analysis of 43 pearl oyster (Pinctada mazatlanica) artifacts and associated shell-processing tools from middle and basal levels of Covacha Babisuri, a rock shelter on Espíritu Santo Island, Baja California Sur, provide evidence of Early and Middle Holocene fishhook production along the southern Gulf of California coast. AMS 14C analysis of a fishhook preform recovered from the lowest stratum of the rock shelter returned a date of 8380 ± 50 RCYBP (Beta-236254), or 8750-8500 cal BP, with a reservoir effect of 250 ± 20 years, making this artifact one of the earliest known examples of a shell fishhook in the world. An additional pearl oyster artifact was found in a deeper level dating closer to 10,000 RCYBP, suggesting that this type of fishhook may date to this earlier period.",Monographs of the Western North American Naturalist,2014,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7240,Use of Hand Sanitiser Can Seriously Mess With Breath Alcohol Test Results,Hand sanitizer can invalidate breath alcohol test results.,Claim,https://www.sciencealert.com/use-of-hand-sanitiser-can-seriously-mess-with-breath-alcohol-test-results,Humans,22-Nov-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1111/1556-4029.13691,The Effect of Alcohol-Based Hand Sanitizer Vapors on Evidential Breath Alcohol Test Results,"Ellen Strawsine B.S., Brian Lutmer B.S.","This study was undertaken to determine if the application of alcohol-based hand sanitizers (ABHSs) to the hands of a breath test operator will affect the results obtained on evidential breath alcohol instruments (EBTs). This study obtained breath samples on three different EBTs immediately after application of either gel or foam ABHS to the operator's hands. A small, but significant, number of initial analyses (13 of 130, 10%) resulted in positive breath alcohol concentrations, while 41 samples (31.5%) resulted in a status code. These status codes were caused by ethanol vapors either in the room air or their inhalation by the subject, thereby causing a mouth alcohol effect. Replicate subject samples did not yield any consecutive positive numeric results. As ABHS application can cause a transitory mouth alcohol effect via inhalation of ABHS vapors, EBT operators should forego the use of ABHS in the 15 min preceding subject testing.",Journal of Forensic Sciences,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7241,"6 of The Biggest Misconceptions About Happiness, According to Science","A $75,000 yearly salary is the point at which happiness begins to plateau.",Claim,https://www.sciencealert.com/6-of-the-biggest-misconceptions-about-happiness-according-to-science,Humans,20-Oct-17,TRUE,https://www.tandfonline.com/doi/abs/10.1080/10615800701195405?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed,"Forgiving the September 11th terrorists: Associations with coping, psychological distress, and religiosity","Galena Kline Rhoades, Daniel N. McIntosh, Martha E. Wadsworth, Jarl A. Ahlkvist, Rebecca A. Burwell, Gretchen R. Gudmundsen,Tali Raviv & Jacqueline G. Rea","Two studies examined how non-interpersonal forgiveness (when there is no social relationship between the transgressor and forgiver) related to coping and involuntary responses to stress, psychological distress, and religiosity. Three to six weeks after September 11th, 2001, forgiveness had non-linear associations with other responses to the terrorist attacks. Among college students (N=488), those who were trying or had forgiven (pro-forgiveness) the terrorists reported less involuntary engagement, more primary and secondary control coping, and more meaning finding than those who were unsure about forgiveness (ambivalent) and those who did not believe the perpetrators should be forgiven (anti-forgiveness). Ambivalent students reported the most distress, even after controlling for religion. Anti-forgiveness students reported less religiosity than ambivalent and pro-forgiveness students. Most findings were consistent among middle schoolers (N=154), particularly regarding psychological distress and responses to stress. Also, forgiveness of strangers for acts against one's community functioned separately from religion.","Anxiety, Stress, & Coping",2007,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7242,This Study Has Good News For People Who Spend All Their Time Daydreaming,Daydreamers exhibit higher levels of intelligence and creativity.,Claim,https://www.sciencealert.com/daydream-mind-wander-intelligence-creativity-schumacher,Humans,25-Oct-17,TRUE,https://direct.mit.edu/jocn/article-abstract/20/3/458/4472/Going-AWOL-in-the-Brain-Mind-Wandering-Reduces?redirectedFrom=fulltext,Going AWOL in the Brain: Mind Wandering Reduces Cortical Analysis of External Events,"Jonathan Smallwood, Emily Beach, Jonathan W. Schooler, Todd C. Handy","Converging evidence from neuroscience suggests that our attention to the outside world waxes and wanes over time. We examined whether these periods of mind wandering are associated with reduced cortical analysis of the external environment. Participants performed a sustained attention to response task in which they responded to frequent nontargets (digits 0-9) and withheld responses for infrequent targets (the letter X). Mind wandering was defined both behaviorally, indicated by a failure to withhold a response to a target, and subjectively, via self-report at a thought probe. The P300 event-related potential component for nontargets was reduced prior to both the behavioral and subjective reports of mind wandering, relative to periods of being on-task. Regression analysis of P300 amplitude revealed significant common variance between behavioral and subjective markers of mind wandering, suggesting that both markers reflect a common underlying mental state. Finally, control analysis revealed that the effect of mind wandering on the P300 could not be ascribed to changes in motor activity nor was it associated with general arousal. Our data suggest that when trying to engage attention in a sustained manner, the mind will naturally ebb and flow in the depth of cognitive analysis it applies to events in the external environment.",Journal of Cognitive Neuroscience,2008,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
367,Mass bleaching events in the Great Barrier Reef kill coral and risk the future of the reef,Mass bleaching events in the Great Barrier Reef kill coral and risk the future of the reef.,Claim,https://www.reuters.com/news/article/factcheck-environment-oceans/fact-check-mass-bleaching-events-in-the-great-barrier-reef-kill-coral-and-risk-the-future-of-the-reef-idUSL2N2XI1NV,Nature,26-May-22,TRUE,https://doi.org/10.1016/j.cub.2021.10.046,Emergent properties in the responses of tropical corals to recurrent climate extremes,"Terry P. Hughes, James T. Kerry, Sean R. Connolly, Jorge G. Álvarez-Romero, C. Mark Eakin, Scott F. Heron, Migdonio A. Gonzalez, Joanne Moneghetti","The frequency, intensity, and spatial scale of climate extremes are changing rapidly due to anthropogenic global warming.1,2 A growing research challenge is to understand how multiple climate-driven disturbances interact with each other over multi-decadal time frames, generating combined effects that cannot be predicted from single events alone.3, 4, 5 Here we examine the emergent dynamics of five coral bleaching events along the 2,300 km length of the Great Barrier Reef that affected >98% of the Reef between 1998 and 2020. We show that the bleaching responses of corals to a given level of heat exposure differed in each event and were strongly influenced by contingency and the spatial overlap and strength of interactions between events. Naive regions that escaped bleaching for a decade or longer were the most susceptible to bouts of heat exposure. Conversely, when pairs of successive bleaching episodes were close together (1-3 years apart), the thermal threshold for severe bleaching increased because the earlier event hardened regions of the Great Barrier Reef to further impacts. In the near future, the biological responses to recurrent bleaching events may become stronger as the cumulative geographic footprint expands further, potentially impairing the stock-recruitment relationships among lightly and severely bleached reefs with diverse recent histories. Understanding the emergent properties and collective dynamics of recurrent disturbances will be critical for predicting spatial refuges and cumulative ecological responses, and for managing the longer-term impacts of anthropogenic climate change on ecosystems.",Current Biology,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
1133,Statue of Liberty photos do not prove sea level rise is a myth,Photos of the Statue of Liberty from 1898 and 2017 show that sea levels have not risen significantly.,Claim,https://www.reuters.com/news/article/factcheck-statue-of-liberty-sea-level/fact-check-statue-of-liberty-photos-do-not-prove-sea-level-rise-is-a-myth-idUSL1N2RV1SK,Nature,4-Nov-21,FALSE,https://link.springer.com/chapter/10.1007/978-3-319-53742-9_13,Coping with Higher Sea Levels and Increased Coastal Flooding in New York City,"Vivien Gornitz, Radley Horton, Daniel A. Bader, Philip Orton & Cynthia Rosenzweig","The 837 km New York City shoreline is lined by significant economic assets and dense population vulnerable to sea level rise and coastal flooding. After Hurricane Sandy in 2012, New York City developed a comprehensive plan to mitigate future climate risks, drawing upon the scientific expertise of the New York City Panel on Climate Change (NPCC), a special advisory group comprised of university and private-sector experts. This paper highlights current NPCC findings regarding sea level rise and coastal flooding, with some of the City's ongoing and planned responses. Twentieth century sea level rise in New York City (2.8 cm/decade) exceeded the global average (1.7 cm/decade), underscoring the enhanced regional risk to coastal hazards. NPCC (2015) projects future sea level rise at the Battery of 28-53 cm by the 2050s and 46-99 cm by the 2080s, relative to 2000-2004 (mid-range, 25th-75th percentile). High-end SLR estimates (90th percentile) reach 76 cm by the 2050s, and 1.9 m by 2100. Combining these projections with updated FEMA flood return period curves, assuming static flood dynamics and storm behavior, flood heights for the 100-year storm (excluding waves) attain 3.9-4.5 m (mid-range), relative to the NAVD88 tidal datum, and 4.9 m (high end) by the 2080s, up from 3.4 m in the 2000s. Flood heights with a 1% annual chance of occurrence in the 2000s increase to 2.0-5.4% (mid-range) and 12.7% per year (high-end), by the 2080s. Guided by NPCC (2013, 2015) findings, New York City has embarked on a suite of initiatives to strengthen coastal defenses, employing various approaches tailored to specific neighborhood needs. NPCC continues its collaboration with the city to investigate vulnerability to extreme climate events, including heat waves, inland floods and coastal storms. Current research entails higher-resolution neighborhood-level coastal flood mapping, changes in storm characteristics, surge height interactions with sea level rise, and stronger engagement with stakeholders and community-based organizations.",Climate Change Adaptation in North America,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
1184,"Predicting exactly when natural resources, species and ecosystems may disappear isn't possible, experts say","Predicting exactly when natural resources, species and ecosystems may disappear is possible.",Claim,https://www.reuters.com/news/article/factcheck-climate-2029/fact-check-predicting-exactly-when-natural-resources-species-and-ecosystems-may-disappear-isnt-possible-experts-say-idUSL1N2RM2EG,Nature,26-Oct-21,FALSE,https://doi.org/10.1038/s41467-020-15029-x,Regime shifts occur disproportionately faster in larger ecosystems,"Gregory S. Cooper, Simon Willcock & John A. Dearing","Regime shifts can abruptly affect hydrological, climatic and terrestrial systems, leading to degraded ecosystems and impoverished societies. While the frequency of regime shifts is predicted to increase, the fundamental relationships between the spatial-temporal scales of shifts and their underlying mechanisms are poorly understood. Here we analyse empirical data from terrestrial (n?=?4), marine (n?=?25) and freshwater (n?=?13) environments and show positive sub-linear empirical relationships between the size and shift duration of systems. Each additional unit area of an ecosystem provides an increasingly smaller unit of time taken for that system to collapse, meaning that large systems tend to shift more slowly than small systems but disproportionately faster. We substantiate these findings with five computational models that reveal the importance of system structure in controlling shift duration. The findings imply that shifts in Earth ecosystems occur over 'human' timescales of years and decades, meaning the collapse of large vulnerable ecosystems, such as the Amazon rainforest and Caribbean coral reefs, may take only a few decades once triggered.",Nature Communications,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7212,A Monkey Mother Ate Her Mummified Dead Baby in a Never-Before-Seen Case,A monkey mother consumes her mummified dead baby.,Claim,https://www.sciencealert.com/a-monkey-mother-has-been-seen-cannibalising-her-baby-s-mummified-corpse,Nature,26-Sep-17,TRUE,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20802,Cannibalism in wild bonobos (Pan paniscus) at Lui Kotale,"Andrew Fowler, Gottfried Hohmann","We describe the cannibalization of an infant bonobo (circa 2.5 years old) at Lui Kotale, in the Democratic Republic of Congo. The infant died of unknown causes and was consumed by several community members including its mother and an older sibling one day after death. Certain features concerning the pattern of consumption fit in with previously observed episodes of cannibalism in Pan, whereas others, such as the mother's participation in consuming the body, are notable. The incident suggests that filial cannibalism among apes need not be the result of nutritional or social stress and does not support the idea that filial cannibalism is a behavioral aberration.",American Journal of Primatology,2010,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7239,Scientists Have Engineered Beetles With a Fully Functional Third Eye,Beetles can be engineered to have a third eye.,Claim,https://www.sciencealert.com/scarab-beetle-grows-third-eye-genetic-engineering-organ-evolution,Nature,14-Nov-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1002/jez.b.22682,"Conservation, Innovation, and Bias: Embryonic Segment Boundaries Position Posterior, but Not Anterior, Head Horns in Adult Beetles","Hannah A. Busey, Eduardo E. Zattara, Armin P. Moczek","The integration of form and function of novel traits is a fundamental process during the developmental evolution of complex organisms, yet how novel traits and trait functions integrate into preexisting contexts remains poorly understood. Here, we explore the mechanisms by which the adult insect head has been able to integrate novel traits and features during its ontogeny, focusing on the cephalic horns of Onthophagus beetles. Specifically, using a microablation approach we investigate how different regions of the dorsal head of adult horned beetles relate to their larval and embryonic counterparts and test whether deeply conserved regional boundaries that establish the embryonic head might also facilitate or bias the positioning of cephalic horns along the dorsal adult head. We find that paired posterior hornsthe most widespread horn type within the genusare positioned along a border homologous to the embryonic clypeolabral (CL)-ocular boundary, and that this placement constitutes the ancestral form of horn positioning. In contrast, we observed that the phylogenetically much rarer anterior horns are positioned by larval head regions contained firmly within the CL segment and away from any major preexisting larval head landmarks or boundaries. Lastly, we describe the unexpected finding that ablations at medial head regions can result in ectopic outgrowths bearing terminal structures resembling the more anterior clypeal ridge. We discuss our results in the light of the developmental genetic mechanisms of head formation in holometabolous insects and the role of co-option in innovation and bias in developmental evolution.",Journal of Experimental Biology,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7243,"An Orca Has Been Taught to ""Say"" Human Words in a World-First","Orcas can be taught to ""say"" human words. ",Claim,https://www.sciencealert.com/orca-killer-whale-learns-to-mimic-human-speech-hello-bye-bye-language,Nature,31-Jan-18,TRUE,https://cdnsciencepub.com/doi/abs/10.1139/z91-206,Vocal traditions among resident killer whales (Orcinus orca) in coastal waters of British Columbia,John K. B. Ford,"Underwater vocalizations were recorded during repeated encounters with 16 pods, or stable kin groups, of resident killer whales (Orcinus orca) off the coast of British Columbia. Pods were identified from unique natural markings on individuals. Vocal exchanges within pods were dominated by repetitious, discrete calls. Pods each produced 7-17 (mean 10.7) types of discrete calls. Individuals appear to acquire their pod's call repertoire by learning, and repertoires can persist with little change for over 25 years. Call repertoires differed significantly among pods in the resident population. The 16 pods formed four distinct acoustic associations, or clans, each having a unique repertoire of discrete calls, or vocal tradition. Pods within a clan shared several call types, but no sharing took place among clans. Shared calls often contained structural variations specific to each pod or group of pods in the clan. These variants and other differences in acoustic behaviour formed a system of related pod-specific dialects within the vocal tradition of each clan. Pods from different clans often travelled together, but observed patterns of social associations were often independent of acoustic relationships. It is proposed that each clan comprises related pods that have descended from a common ancestral group. New pods formed from this ancestral group through growth and matrilineal division of the lineage. The formation of new pods was accompanied by divergence of the call repertoire of the founding group. Such divergence resulted from the accumulation of errors in call learning across generations, call innovation, and call extinction. Pod-specific repertoires probably serve to enhance the efficiency of vocal communication within the group and act as behavioural indicators of pod affiliation. The striking differences among the vocal traditions of different clans suggest that each is an independent matriline.",Canadian Journal of Zoology,1991,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7244,"We Finally Have Footage of Tardigrade Mating, And It's Even Weirder Than Expected",We Have Footage of Tardigrade Mating,Claim,https://www.sciencealert.com/we-finally-have-footage-of-tardigrade-mating-and-it-s-even-weirder-than-expected,Nature,3-Dec-16,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1111/zoj.12435,"First detailed observations on tardigrade mating behaviour and some aspects of the life history of Isohypsibius dastychi Pilato, Bertolani & Binda 1982 (Tardigrada, Isohypsibiidae)","Jana Bingemer, Karin Hohberg, Ralph O. Schill","In the present study we provide new insights into the mating behaviour of a bisexual tardigrade, Isohypsibius dastychi, revealing a process much more complex than expected. Mating included mutual stimulation that preceded semen ejaculation and egg deposition. If no mating occurred, egg absorption was observed. In addition, the life history and the influence of temperature on development were studied at two temperatures (12 and 20 °C). At both temperatures I. dastychi underwent three moults until adulthood with increasing inter-moult phases from the first to the third moult. As animals maintained at 12 °C became adults significantly later and also were significantly larger than animals at 20 °C, it is unlikely that either age or size determines the transition to adulthood. Generation time of females was significantly shorter than that of males, and both males and females were iteroparous. The consequences of our findings are discussed.",Zoological Journal of the Linnean Society,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
1025,300-word journal abstract is not proof of mRNA vaccines being used to 'murder',mRNA vaccines was used to 'murder',Claim,https://www.reuters.com/news/article/factcheck-coronavirus-britain/fact-check-300-word-journal-abstract-is-not-proof-of-mrna-vaccines-being-used-to-murder-idUSL1N2SL1ME,Opinion,30-Nov-21,FALSE,https://jamanetwork.com/journals/jama/fullarticle/2786667,"Myocardial Infarction, Stroke, and Pulmonary Embolism After BNT162b2 mRNA COVID-19 Vaccine in People Aged 75 Years or Older","Marie Joelle Jabagi, PharmD, PhD; Jérémie Botton, PharmD, PhD; Marion Bertrand, MSc; et alAlain Weill, MD; Paddy Farrington, PhD; Mahmoud Zureik, MD, PhD; Rosemary Dray-Spira, MD, PhD","In this nationwide study involving persons aged 75 years or older in France, no increase in the incidence of acute myocardial infarction, stroke, and pulmonary embolism was detected 14 days following each BNT162b2 mRNA vaccine dose.Israeli and US studies reported that persons receiving the BNT162b2 vaccine were not at increased risk of myocardial infarction, pulmonary embolism, or cerebrovascular events in the 42 days3 and 21 days following vaccination. Based on a self-controlled case-series design that compensates for the lack of randomization by eliminating the effect of time-invariant confounding factors, this study provides further evidence regarding the risk of serious cardiovascular adverse events in older people. Limitations of the study include the possibility of residual time-dependent confounding. Further investigations are needed to measure these risks in younger populations and for other types of vaccines against SARS-CoV-2.",JAMA,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7237,Psychiatrist Argues The 'Sonic Attacks' on Diplomats in Cuba Are Not Mass Hysteria,Havana Syndrome is not a mass psychological illness.,Claim,https://www.sciencealert.com/the-sonic-attacks-on-us-diplomats-in-cuba-are-not-manifestations-of-mass-hysteria,Opinion,5-Jul-19,TRUE,https://www.tandfonline.com/doi/abs/10.1080/0305569960220301,Epidemic Hysteria in Schools: an international and historical overview,Robert E. Bartholomew & Francois Sirois,"This study examines the characteristic features of epidemic hysteria reports in school settings, describing broad presentation patterns, and implications for management. Three distinct symptom patterns are evident based on the descriptive features of reports. The first type is 'mass motor hysteria' (n = 53) which predominates in non?Western traditional cultures among students exposed to pre?existing psychosocial stress, most frequently repressive academic and religious discipline, which precipitates dissociation, histrionics, and psychomotor alterations. A second pattern, 'mass anxiety hysteria' (n = 62), is typified by the sudden appearance of extreme anxiety following the redefinition of a mundane event such as illness in a fellow student or an unfamiliar odour, which is perceived as an immediate threat. A third pattern, 'mass pseudo?hysteria' (n = 1) involves the relabelling of mundane symptoms by hypervigilant authorities. Epidemic hysteria in school settings manifests as variants of a unitary syndrome that is masked by cultural custom and local nomenclature. A diagnosis is reached by noting the absence of a concrete pathogenic etiology, in conjunction with group anxiety, ambiguous, benign, transient symptomatology, and a preponderance of female victims. Management consists of the identification and removal of the precipitating psychosocial stress.",Educational Studies,1996,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7251,It's Bad That Most Animals Used in Experiments Never Appear in Published Research,Most animals used in experiments never appear in published research.,Claim,https://www.sciencealert.com/most-animals-used-in-scientific-experiments-never-appear-in-published-research,Opinion,16-Oct-20,TRUE,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jne.12384,Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory,"A. Lane, O. Luminet, G. Nave and M. Mikolajczak","The neurohormone oxytocin (OT) has been one the most studied peptides in behavioural sciences over the past two decades. Primarily known for its crucial role in labour and lactation, a rapidly growing literature suggests that intranasal OT (IN-OT) may also play a role in the emotional and social lives of humans. However, the lack of a convincing theoretical framework explaining the effects of IN-OT that would also allow the prediction of which moderators exert their effects and when has raised healthy skepticism regarding the robustness of human behavioural IN-OT research. Poor knowledge of the exact pharmacokinetic properties of OT, as well as crucial statistical and methodological issues and the absence of direct replication efforts, may have lead to a publication bias in the IN-OT literature, with many unpublished studies with null results remaining buried in laboratory drawers. Is there a file drawer problem in IN-OT research? If this is the case, it may also be true in our own laboratory. The present study aims to answer this question, document the extent of the problem and discuss its implications for OT research. For eight studies (including 13 dependent variables overall, as assessed through 25 different paradigms) performed in our laboratory between 2009 and 2014 on 453 subjects, the results obtained were too often not those that were expected. Only five publications emerged from our studies and only one of these reported a null finding. After realising that our publication portfolio has become less and less representative of our actual findings and because the nonpublication of our data might contribute to generating a publication bias in IN-OT research, we decided to retrieve these studies from our drawer and encourage other laboratories to do the same.",Journal of Neuroendocrinology,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
7253,How Much Do Our Genes Really Influence Our Free Will?,Genes influence free will.,Claim,https://www.sciencealert.com/just-how-much-do-our-genes-restrict-our-free-will,Opinion,19-Oct-20,TRUE,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2015.1360,Association between the dopamine D4 receptor gene exon III variable number of tandem repeats and political attitudes in female Han Chinese,"Richard P. Ebstein, Mikhail V. Monakhov, Yunfeng Lu, Yushi Jiang, Poh San Lai and Soo Hong Chew","Twin and family studies suggest that political attitudes are partially determined by an individual's genotype. The dopamine D4 receptor gene (DRD4) exon III repeat region that has been extensively studied in connection with human behaviour, is a plausible candidate to contribute to individual differences in political attitudes. A first United States study provisionally identified this gene with political attitude along a liberal-conservative axis albeit contingent upon number of friends. In a large sample of 1771 Han Chinese university students in Singapore, we observed a significant main effect of association between the DRD4 exon III variable number of tandem repeats and political attitude. Subjects with two copies of the 4-repeat allele (4R/4R) were significantly more conservative. Our results provided evidence for a role of the DRD4 gene variants in contributing to individual differences in political attitude particularly in females and more generally suggested that associations between individual genes, and neurochemical pathways, contributing to traits relevant to the social sciences can be provisionally identified.",Proceedings of the Royal Society B: Biological Sciences,2015,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?
